cluster,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
13,Reactome_Pathways_2024,Energy Dependent Regulation of mTOR by LKB1-AMPK,3/29,8.872018830307839e-05,0.0242206114067404,0,0,40.311740890688256,376.1094734082781,PRKAA1;RRAGA;CAB39L
13,Reactome_Pathways_2024,MTOR Signalling,3/41,0.00025228897271978247,0.0344374447762503,0,0,27.565096952908583,228.3750478331952,PRKAA1;RRAGA;CAB39L
13,GO_Biological_Process_2025,Desmosome Organization (GO:0002934),2/10,0.00039214360539410807,0.1197776450496158,0,0,85.91379310344827,673.8976935048315,RCAN1;PKP2
13,GO_Biological_Process_2025,Positive Regulation of Hippo Signaling (GO:0035332),2/14,0.000786901835472271,0.1197776450496158,0,0,57.26436781609196,409.2917462362553,FRMD6;SCHIP1
13,GO_Biological_Process_2025,Positive Regulation of Multicellular Organismal Process (GO:0051240),6/407,0.001355866702944,0.1197776450496158,0,0,5.413965087281795,35.750113600070335,PRKAA1;GCNT2;ALPL;SIX1;ELOVL6;PPARGC1B
13,GO_Biological_Process_2025,Negative Regulation of Actin Filament Polymerization (GO:0030837),2/19,0.0014644900548893,0.1197776450496158,0,0,40.41176470588236,263.73720596373187,PRKCD;KANK4
13,GO_Biological_Process_2025,Regulation of Cold-Induced Thermogenesis (GO:0120161),4/148,0.0010178270528537,0.1197776450496158,0,0,9.819444444444445,67.65680947153932,ALPL;ELOVL6;ZNF423;PPARGC1B
13,GO_Biological_Process_2025,Motile Cilium Assembly (GO:0044458),2/17,0.0011692417829019,0.1197776450496158,0,0,45.80459770114943,309.24515125699804,SPAG17;CFAP221
13,GO_Biological_Process_2025,Skin Epidermis Development (GO:0098773),2/23,0.0021501189989173,0.1197776450496158,0,0,32.70771756978654,200.89839244912685,RCAN1;GATA6
13,GO_Biological_Process_2025,Negative Regulation of Apoptotic Process (GO:0043066),6/475,0.0029445412855282,0.1197776450496158,0,0,4.61288794124615,26.88299865122638,PRKAA1;PRKCD;GATA6;SIX1;SH3RF1;TNFRSF10D
6,Reactome_Pathways_2024,Activated TAK1 Mediates P38 MAPK Activation,4/23,2.906239194121749e-06,0.0009881213260013947,0,0,49.85714285714285,635.6112984762128,MAP2K3;RIPK2;IRAK2;MAP2K6
6,Reactome_Pathways_2024,Uptake and Function of Anthrax Toxins,3/14,2.892765239793988e-05,0.0049177009076497,0,0,63.85347593582888,667.3143248738534,MAP2K3;ANTXR1;MAP2K6
6,Reactome_Pathways_2024,"Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways",4/61,0.00015078785358951826,0.0145321967346451,0,0,16.58730158730159,145.96222700743817,RIPK2;IRAK2;MAP2K6;BCL2L1
6,Reactome_Pathways_2024,MAP Kinase Activation,4/63,0.00017096702040759042,0.0145321967346451,0,0,16.023405972558514,138.9876624702867,MAP2K3;RIPK2;IRAK2;MAP2K6
6,Reactome_Pathways_2024,Interleukin-17 Signaling,4/72,0.0002865275364143204,0.0194838724761737,0,0,13.896358543417367,113.36198937206454,MAP2K3;RIPK2;IRAK2;MAP2K6
6,Reactome_Pathways_2024,Toll Like Receptor 3 (TLR3) Cascade,4/106,0.0012351802641447,0.0216497350931262,0,0,9.248366013071896,61.932037743184246,MAP2K3;IRAK2;RIPK2;MAP2K6
6,Reactome_Pathways_2024,TRAF6 Mediated Induction of NFkB and MAP Kinases Upon TLR7 8 or 9 Activation,4/102,0.001070797898411,0.0216497350931262,0,0,9.62779397473275,65.84786436065274,MAP2K3;IRAK2;RIPK2;MAP2K6
6,Reactome_Pathways_2024,MyD88 Dependent Cascade Initiated on Endosome,4/103,0.0011103573153941,0.0216497350931262,0,0,9.53006253006253,64.8337149910273,MAP2K3;IRAK2;RIPK2;MAP2K6
6,Reactome_Pathways_2024,Toll Like Receptor 10 (TLR10) Cascade,4/98,0.0009224273330153482,0.0216497350931262,0,0,10.03951367781155,70.1611609842257,MAP2K3;IRAK2;RIPK2;MAP2K6
6,Reactome_Pathways_2024,Toll Like Receptor 9 (TLR9) Cascade,4/110,0.0014164713111936,0.0216497350931262,0,0,8.897574123989218,58.36440703710044,MAP2K3;IRAK2;RIPK2;MAP2K6
9,GO_Biological_Process_2025,Cellular Response to Insulin Stimulus (GO:0032869),4/108,0.0006919568981219764,0.1295176684049569,0,0,10.891208791208792,79.24429238367301,GRB14;IRS1;SLC25A33;SLC39A14
9,GO_Biological_Process_2025,Iron Ion Transmembrane Transport (GO:0034755),2/11,0.0007269171181885319,0.1295176684049569,0,0,61.47222222222222,444.2411910549423,MCOLN1;SLC39A14
9,GO_Biological_Process_2025,Insulin Receptor Signaling Pathway (GO:0008286),3/51,0.0008913217677148334,0.1295176684049569,0,0,17.49823943661972,122.8867245386948,GRB14;IRS1;SLC39A14
9,GO_Biological_Process_2025,Protein N-linked Glycosylation (GO:0006487),3/64,0.0017229523421594,0.1295176684049569,0,0,13.760101593165553,87.56537841716808,MOGAT1;PGM3;ALG3
9,GO_Biological_Process_2025,Iron Ion Transport (GO:0006826),2/20,0.0024576407666974,0.1295176684049569,0,0,30.72222222222222,184.5961136225927,MCOLN1;SLC39A14
9,GO_Biological_Process_2025,Regulation of Nuclear Division (GO:0051783),2/19,0.0022171732095937,0.1295176684049569,0,0,32.53104575163399,198.81420906422136,DAPK3;OBSL1
9,GO_Biological_Process_2025,Protein Glycosylation (GO:0006486),4/145,0.0020583332934391,0.1295176684049569,0,0,8.01823708206687,49.59968164899215,B3GALNT2;MOGAT1;PGM3;ALG3
9,GO_Biological_Process_2025,Triglyceride Biosynthetic Process (GO:0019432),2/18,0.0019885380825574,0.1295176684049569,0,0,34.56597222222222,215.01263688059672,MOGAT1;PNPLA3
9,GO_Biological_Process_2025,Regulation of Oxidative Phosphorylation (GO:0002082),2/15,0.0013745173165769,0.1295176684049569,0,0,42.5491452991453,280.3840881601199,AK4;SLC25A33
9,GO_Biological_Process_2025,Regulation of Aerobic Respiration (GO:1903715),2/14,0.0011941043543106,0.1295176684049569,0,0,46.09722222222222,310.2508484154788,AK4;SLC25A33
3,GO_Biological_Process_2025,Vascular Endothelial Growth Factor Receptor-2 Signaling Pathway (GO:0036324),1/5,0.024998564628756,0.2892150150965252,0,0,49.7375,183.4784976020638,DAB2IP
3,GO_Biological_Process_2025,Intracellular Distribution of Mitochondria (GO:0048312),1/5,0.024998564628756,0.2892150150965252,0,0,49.7375,183.4784976020638,CLUH
3,GO_Biological_Process_2025,Regulation of Pentose-Phosphate Shunt (GO:0043456),1/5,0.024998564628756,0.2892150150965252,0,0,49.7375,183.4784976020638,MLST8
3,GO_Biological_Process_2025,Nucleolar Large rRNA Transcription by RNA Polymerase I (GO:0042790),1/5,0.024998564628756,0.2892150150965252,0,0,49.7375,183.4784976020638,POLR1E
3,GO_Biological_Process_2025,Purine Nucleobase Transmembrane Transport (GO:1904823),1/5,0.024998564628756,0.2892150150965252,0,0,49.7375,183.4784976020638,SLC28A2
3,GO_Biological_Process_2025,Pyrimidine Nucleoside Transport (GO:0015864),1/5,0.024998564628756,0.2892150150965252,0,0,49.7375,183.4784976020638,SLC28A2
3,GO_Biological_Process_2025,Positive Regulation of cGAS/STING Signaling Pathway (GO:0141111),1/5,0.024998564628756,0.2892150150965252,0,0,49.7375,183.4784976020638,ZDHHC9
3,GO_Biological_Process_2025,Dermatan Sulfate Proteoglycan Metabolic Process (GO:0050655),1/5,0.024998564628756,0.2892150150965252,0,0,49.7375,183.4784976020638,IDUA
3,GO_Biological_Process_2025,Positive Regulation of Fat Cell Differentiation (GO:0045600),2/50,0.0264315192050235,0.2892150150965252,0,0,8.35479797979798,30.35463590957481,NOCT;TMEM64
3,GO_Biological_Process_2025,Response to Glucose (GO:0009749),2/51,0.0274212422009882,0.2892150150965252,0,0,8.18387961245104,29.43280992262017,EIF2B4;ZBED3
11,Reactome_Pathways_2024,Phospholipase C-mediated Cascade; FGFR2,2/18,0.0014921470517396,0.0757057504460175,0,0,40.16129032258065,261.35117197671207,FGF1;FGFR2
11,Reactome_Pathways_2024,Cell-extracellular Matrix Interactions,2/18,0.0014921470517396,0.0757057504460175,0,0,40.16129032258065,261.35117197671207,ACTN1;ARHGEF6
11,Reactome_Pathways_2024,Signaling by FGFR2 IIIa TM,2/19,0.0016642602071935,0.0757057504460175,0,0,37.79696394686907,241.83913310311596,FGF1;FGFR2
11,Reactome_Pathways_2024,FGFR2 Ligand Binding and Activation,2/20,0.0018453715711163,0.0757057504460175,0,0,35.69534050179212,224.7048323380627,FGF1;FGFR2
11,Reactome_Pathways_2024,VxPx Cargo-Targeting to Cilium,2/21,0.0020354236173618,0.0757057504460175,0,0,33.81494057724957,209.5529220037357,PKD2;RAB11A
11,Reactome_Pathways_2024,SHC-mediated Cascade FGFR2,2/23,0.0024421209821295,0.0757057504460175,0,0,30.591397849462364,184.0038429108897,FGF1;FGFR2
11,Reactome_Pathways_2024,PI-3K Cascade FGFR2,2/23,0.0024421209821295,0.0757057504460175,0,0,30.591397849462364,184.0038429108897,FGF1;FGFR2
11,Reactome_Pathways_2024,Regulation of Cytoskeletal Remodeling and Cell Spreading by IPP Complex Components,2/8,0.0002787647583728535,0.0757057504460175,0,0,107.1505376344086,877.0423971758042,ACTN1;ARHGEF6
11,Reactome_Pathways_2024,FGFR2c Ligand Binding and Activation,2/13,0.0007685865430880081,0.0757057504460175,0,0,58.43108504398827,419.0068210042815,FGF1;FGFR2
11,Reactome_Pathways_2024,Signal Transduction,18/2613,0.0010683712813692,0.0757057504460175,0,0,2.614878110077909,17.890002263360937,ALK;DNMT1;B4GALT1;KHDRBS3;DGKD;ACTN1;PLD1;FGF1;CHRDL1;SLC4A7;RPS6KA3;CLIP1;EDNRA;LEP;RARB;FGFR2;ARHGEF6;FBN1
15,Reactome_Pathways_2024,Elastic Fibre Formation,3/44,0.00017053504273066764,0.0286498871787521,0,0,31.670201484623544,274.7887122775499,EFEMP2;ITGAV;LOXL2
15,GO_Biological_Process_2025,Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237),2/72,0.0134756729272992,0.1321321727716329,0,0,12.085714285714284,52.05159091309592,EYA2;ITGAV
15,GO_Biological_Process_2025,Regulation of Entry of Bacterium Into Host Cell (GO:2000535),1/6,0.0146119438121658,0.1321321727716329,0,0,83.10833333333333,351.20883684468544,ITGAV
15,GO_Biological_Process_2025,Regulation of Collagen Fibril Organization (GO:1904026),1/6,0.0146119438121658,0.1321321727716329,0,0,83.10833333333333,351.20883684468544,EFEMP2
15,GO_Biological_Process_2025,Urea Cycle (GO:0000050),1/6,0.0146119438121658,0.1321321727716329,0,0,83.10833333333333,351.20883684468544,LDLR
15,GO_Biological_Process_2025,Positive Regulation of Protein Catabolic Process in the Vacuole (GO:1904352),1/6,0.0146119438121658,0.1321321727716329,0,0,83.10833333333333,351.20883684468544,LDLR
15,GO_Biological_Process_2025,Norepinephrine Transport (GO:0015874),1/6,0.0146119438121658,0.1321321727716329,0,0,83.10833333333333,351.20883684468544,SLC22A3
15,GO_Biological_Process_2025,Negative Regulation of Lipoprotein Particle Clearance (GO:0010985),1/6,0.0146119438121658,0.1321321727716329,0,0,83.10833333333333,351.20883684468544,LDLR
15,GO_Biological_Process_2025,Lung Vasculature Development (GO:0060426),1/6,0.0146119438121658,0.1321321727716329,0,0,83.10833333333333,351.20883684468544,ERRFI1
15,GO_Biological_Process_2025,Protein Oxidation (GO:0018158),1/6,0.0146119438121658,0.1321321727716329,0,0,83.10833333333333,351.20883684468544,LOXL2
1,Reactome_Pathways_2024,Nervous System Development,18/567,1.8986322576337343e-09,5.214909934300657e-07,0,0,6.892729864575909,138.42071149360294,RPL4;HSPA8;HSP90AA1;HSP90AB1;ANK2;UNC5C;ANK3;CACNA1C;RPL10A;GRIN2B;ACTB;ACTG1;MYL6;COL3A1;UBC;RPLP2;NRCAM;PABPC1
1,Reactome_Pathways_2024,Axon Guidance,18/541,9.03650532252241e-10,5.214909934300657e-07,0,0,7.245115969739795,150.8764855988134,RPL4;HSPA8;HSP90AA1;HSP90AB1;ANK2;UNC5C;ANK3;CACNA1C;RPL10A;GRIN2B;ACTB;ACTG1;MYL6;COL3A1;UBC;RPLP2;NRCAM;PABPC1
1,Reactome_Pathways_2024,Chaperone Mediated Autophagy,6/22,1.674783632893663e-09,5.214909934300657e-07,0,0,71.6610576923077,1448.0966890905434,EEF1A1;HSPA8;HSP90AA1;HSP90AB1;UBC;HBB
1,Reactome_Pathways_2024,Scavenging by Class A Receptors,5/19,5.0210513900210244e-08,1.034336586344331e-05,0,0,67.60544217687075,1136.2474649867377,COL3A1;COL1A2;FTH1;APOE;FTL
1,Reactome_Pathways_2024,Immune System,31/2150,3.275453741146342e-07,5.0909583072935816e-05,0,0,3.2909062669876525,49.138625166298006,IFITM3;SERPINA3;EIF4A1;HSP90AB1;HBB;TXN;YBX1;ACTB;ACTG1;MT2A;C7;FTH1;UBC;CCL2;B2M;JUNB;CD96;HSPA8;JUN;HSP90AA1;NPM1;PLA2G2A;FOS;HLA-E;EEF1A1;COL3A1;COL1A2;SAA1;KLRD1;CD44;FTL
1,Reactome_Pathways_2024,Binding and Uptake of Ligands by Scavenger Receptors,8/122,3.7070084761846477e-07,5.0909583072935816e-05,0,0,13.60577915376677,201.47261494773468,HSP90AA1;COL3A1;COL1A2;FTH1;SAA1;HBB;APOE;FTL
1,Reactome_Pathways_2024,Protein-protein Interactions at Synapses,7/88,5.524200217067485e-07,6.502772826948011e-05,0,0,16.620280474649405,239.48090953130304,PTPRD;GRM5;LRRTM4;NRXN3;GRIN2B;PPFIA2;GRIA4
1,Reactome_Pathways_2024,Interaction Between L1 and Ankyrins,5/31,6.961601116376794e-07,7.170449149868098e-05,0,0,36.38095238095238,515.7977249721682,NRCAM;ANK2;ANK3;ACTB;ACTG1
1,Reactome_Pathways_2024,Cytokine Signaling in Immune System,17/776,1.1303559271952975e-06,9.314132840089252e-05,0,0,4.607463130604786,63.08989126022304,IFITM3;HSPA8;EIF4A1;JUN;HSP90AA1;NPM1;FOS;YBX1;HLA-E;MT2A;COL1A2;UBC;SAA1;CCL2;B2M;JUNB;CD44
1,Reactome_Pathways_2024,Innate Immune System,21/1149,1.0278760804968803e-06,9.314132840089252e-05,0,0,3.924635429117858,54.1129358650246,HSPA8;SERPINA3;JUN;HSP90AA1;HSP90AB1;PLA2G2A;HBB;TXN;FOS;ACTB;HLA-E;ACTG1;EEF1A1;C7;FTH1;UBC;SAA1;KLRD1;B2M;CD44;FTL
0,GO_Biological_Process_2025,Facial Nerve Structural Organization (GO:0021612),2/6,0.0005097796769637993,0.0623842879684449,0,0,85.68103448275862,649.5934988584736,NRP1;NRP2
0,GO_Biological_Process_2025,Facial Nerve Morphogenesis (GO:0021610),2/6,0.0005097796769637993,0.0623842879684449,0,0,85.68103448275862,649.5934988584736,NRP1;NRP2
0,GO_Biological_Process_2025,Neuron Projection Extension Involved in Neuron Projection Guidance (GO:1902284),2/6,0.0005097796769637993,0.0623842879684449,0,0,85.68103448275862,649.5934988584736,NRP1;NRP2
0,GO_Biological_Process_2025,Axon Extension Involved in Axon Guidance (GO:0048846),2/6,0.0005097796769637993,0.0623842879684449,0,0,85.68103448275862,649.5934988584736,NRP1;NRP2
0,GO_Biological_Process_2025,Sympathetic Neuron Projection Extension (GO:0097490),2/5,0.0003411696763350154,0.0623842879684449,0,0,114.2471264367816,912.0497332901724,NRP1;NRP2
0,GO_Biological_Process_2025,Positive Regulation of Transcription by RNA Polymerase II (GO:0045944),16/983,0.0002148150040629616,0.0623842879684449,0,0,3.0683131577346554,25.914154753636183,WWTR1;STAT2;MITF;NFATC1;AHR;NFKB1;FOSL2;PER1;PLSCR1;DAB2;NR4A3;KLF5;MYC;MAFF;TET3;PPARGC1A
0,GO_Biological_Process_2025,Positive Regulation of Smooth Muscle Cell Migration (GO:0014911),3/17,0.0001281605919368552,0.0623842879684449,0,0,37.02111801242236,331.7916432787284,PDGFRB;NRP1;NR4A3
0,GO_Biological_Process_2025,Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),3/17,0.0001281605919368552,0.0623842879684449,0,0,37.02111801242236,331.7916432787284,PDGFRB;NRP1;NR4A3
0,Reactome_Pathways_2024,Metabolism of Polyamines,4/46,0.00015515843586491756,0.0764931088814043,0,0,16.574770258980784,145.3783673493997,NQO1;AMD1;SMS;SRM
0,GO_Biological_Process_2025,Regulation of Cellular Extravasation (GO:0002691),2/7,0.0007109382435793166,0.0773342822737945,0,0,68.54137931034482,496.8513173641576,PGAP1;ICAM1
10,Reactome_Pathways_2024,Activation of Gene Expression by SREBF (SREBP),3/43,0.0004208635722139596,0.0413849179343726,0,0,22.95230769230769,178.41292023227638,SREBF1;FASN;MVD
10,Reactome_Pathways_2024,ChREBP Activates Metabolic Gene Expression,2/8,0.00031474126366608674,0.0413849179343726,0,0,100.63636363636364,811.5074475931799,FASN;MLX
10,Reactome_Pathways_2024,NR1H2 & NR1H3 Regulate Gene Expression Linked to Lipogenesis,2/9,0.0004037790020616498,0.0413849179343726,0,0,86.25541125541126,674.0552332096978,SREBF1;FASN
10,Reactome_Pathways_2024,Regulation of Cholesterol Biosynthesis by SREBP (SREBF),3/56,0.0009159793277753665,0.0675534754234332,0,0,17.311175616835992,121.10061918842436,SREBF1;FASN;MVD
10,GO_Biological_Process_2025,Regulation of MAPK Cascade (GO:0043408),6/260,0.00025405786950681147,0.1526887795735937,0,0,7.49733299466599,62.06253629867563,FASN;WWC1;SPRY3;STK40;ADRA2A;FGF10
10,Reactome_Pathways_2024,Metabolism,15/2181,0.0057636824969289,0.1950157238784254,0,0,2.321381905608112,11.969459904158024,SREBF1;ABCC1;B3GAT3;GPT;ADRA2A;ACER2;UGDH;GCLC;CSKMT;FASN;NAPRT;MLX;MVD;B4GALT6;PGM1
10,Reactome_Pathways_2024,MET Activates PTK2 Signaling,2/30,0.0046594041129255,0.1950157238784254,0,0,21.541125541125545,115.65145339322927,COL5A2;MET
10,Reactome_Pathways_2024,Sphingolipid Metabolism,3/107,0.0057983097455123,0.1950157238784254,0,0,8.799408284023668,45.318614229375605,ACER2;ABCC1;B4GALT6
10,Reactome_Pathways_2024,Cholesterol Biosynthesis,2/27,0.0037844226149154,0.1950157238784254,0,0,24.12969696969697,134.56798887906896,SREBF1;MVD
10,Reactome_Pathways_2024,Integration of Energy Metabolism,3/108,0.005949632253918,0.1950157238784254,0,0,8.715164835164835,44.66021611996363,FASN;MLX;ADRA2A
4,Reactome_Pathways_2024,"Platelet Activation, Signaling and Aggregation",11/262,6.477623233186733e-08,3.2129011236606186e-05,0,0,9.898841415945414,163.8488608879078,PRKCH;HSPA5;PRKCE;PCDH7;ANXA5;PRKCA;PRKCQ;CLU;RHOA;RAPGEF4;TTN
4,GO_Biological_Process_2025,Negative Regulation of Apoptotic Process (GO:0043066),13/475,5.561529470108166e-07,0.0006473620303205905,0,0,6.435446906035141,92.684738201738,MEF2C;PRKCH;HSPA5;ANXA5;HSPB1;PRKCA;CLU;HSPD1;DNAJA1;PRDX2;NUPR1;CRYAB;MCL1
4,Reactome_Pathways_2024,G Alpha (Z) Signalling Events,5/48,3.6924853012835406e-06,0.000915736354718318,0,0,24.829957489372344,310.60317247014194,PRKCH;PRKCE;ADCY2;PRKCA;PRKCQ
4,GO_Biological_Process_2025,Regulation of Apoptotic Process (GO:0042981),15/704,1.6499571133080911e-06,0.0009602750399453092,0,0,5.039519471208491,67.0999986359747,EGR1;MEF2C;HSPA5;ANXA5;HSPB1;CLU;HSPD1;DNAJA1;PRDX2;SFRP2;STK17B;NUPR1;CRYAB;SOX4;MCL1
4,GO_Biological_Process_2025,Muscle Organ Development (GO:0007517),5/58,9.5060411081677e-06,0.0032717490387348,0,0,20.134915804422803,232.8317712166705,MEF2C;TAGLN;LAMA2;COL6A3;LARGE1
